,,DS1,DS1,DS1,DS1,DS10,DS10,DS10,DS10,DS11,DS11,DS11,DS11,DS12,DS12,DS12,DS12,DS13,DS13,DS13,DS13,DS14,DS14,DS14,DS14,DS15,DS15,DS15,DS15,DS2,DS2,DS2,DS2,DS3,DS3,DS3,DS3,DS4,DS4,DS4,DS4,DS5,DS5,DS5,DS5,DS6,DS6,DS6,DS6,DS7,DS7,DS7,DS7,DS8,DS8,DS8,DS8,DS9,DS9,DS9,DS9,DV,Incomplete,Quantity,Description
,,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Family,LongLeadTime,Theta_0,Theta_1,Unit,,Unit,
D.50.12.013c,Time,normal,0,"5.37064,4.39416|1,5",0.30958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Motor Control Center - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.023b,Carbon,lognormal,,1992.39,0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.023b,Cost,lognormal,,"10202.5,8347.5|1,5",0.1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.023b,Energy,lognormal,,36200.39,0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.023b,Time,lognormal,0,"3.27358,1.09122|1,5",0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Low Voltage Switchgear - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.033b,Carbon,lognormal,,1992.39,0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,0,1 EA,Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.033b,Cost,lognormal,,"11130,7420|1,5",0.1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.033b,Energy,lognormal,,36200.39,0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,0,1 EA,Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
D.50.12.033b,Time,lognormal,0,"4.91025,1.22755|1,5",0.29532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Distribution Panel - Capacity: 100 to <350 Amp - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only
E.10.28.001,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Anesthesia machine
E.10.28.001,Cost,lognormal,,7834.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,78344,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Anesthesia machine
E.10.28.001,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Anesthesia machine
E.10.28.001,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Anesthesia machine
E.10.28.002,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Ballon pump
E.10.28.002,Cost,lognormal,,7044.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,70448,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Ballon pump
E.10.28.002,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Ballon pump
E.10.28.002,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Ballon pump
E.10.28.003,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Catheter cabinet
E.10.28.003,Cost,lognormal,,543.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,5432,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Catheter cabinet
E.10.28.003,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Catheter cabinet
E.10.28.003,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Catheter cabinet
E.10.28.004,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Blood recovery system
E.10.28.004,Cost,lognormal,,5264,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,52640,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Blood recovery system
E.10.28.004,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Blood recovery system
E.10.28.004,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Blood recovery system
E.10.28.005,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Hypothermia system
E.10.28.005,Cost,lognormal,,4578.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,45786,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Hypothermia system
E.10.28.005,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Hypothermia system
E.10.28.005,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Hypothermia system
E.10.28.006,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Surgical table
E.10.28.006,Cost,lognormal,,5725.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,57254,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Surgical table
E.10.28.006,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Surgical table
E.10.28.006,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Surgical table
E.10.28.011,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Patient bed
E.10.28.011,Cost,lognormal,,5359.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,53592,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Patient bed
E.10.28.011,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Patient bed
E.10.28.011,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Patient bed
E.10.28.021,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Endoscope system
E.10.28.021,Cost,lognormal,,3528,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,35280,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Endoscope system
E.10.28.021,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Endoscope system
E.10.28.021,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Endoscope system
E.10.28.022,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Light system
E.10.28.022,Cost,lognormal,,1296.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,12962,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Light system
E.10.28.022,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Light system
E.10.28.022,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Light system
E.10.28.023,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Ultrasound unit
E.10.28.023,Cost,lognormal,,17472,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,174720,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Ultrasound unit
E.10.28.023,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Ultrasound unit
E.10.28.023,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Ultrasound unit
E.10.28.031,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Cryostat
E.10.28.031,Cost,lognormal,,2794.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,27944,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Cryostat
E.10.28.031,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Cryostat
E.10.28.031,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Cryostat
E.10.28.101,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Equipment boom
E.10.28.101,Cost,lognormal,,3399.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,33992,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Equipment boom
E.10.28.101,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Equipment boom
E.10.28.101,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Equipment boom
E.10.28.102,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Warming cabinet (full height)
E.10.28.102,Cost,lognormal,,1812.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,18122,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Warming cabinet (full height)
E.10.28.102,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Warming cabinet (full height)
E.10.28.102,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Warming cabinet (full height)
E.10.28.103,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Anesthesia boom
E.10.28.103,Cost,lognormal,,2391.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,23912,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Anesthesia boom
E.10.28.103,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Anesthesia boom
E.10.28.103,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Anesthesia boom
E.10.28.104,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Ice slusher
E.10.28.104,Cost,lognormal,,7274.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,72744,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Ice slusher
E.10.28.104,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Ice slusher
E.10.28.104,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Ice slusher
E.10.28.105,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Dual surgical light
E.10.28.105,Cost,lognormal,,3808,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,38080,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Dual surgical light
E.10.28.105,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Dual surgical light
E.10.28.105,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Dual surgical light
E.10.28.106,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Cath lab system
E.10.28.106,Cost,lognormal,,334880,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,3348800,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Cath lab system
E.10.28.106,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Cath lab system
E.10.28.106,Time,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,180,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Cath lab system
E.10.28.107,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Sterilizer
E.10.28.107,Cost,lognormal,,17938,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,179380,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Sterilizer
E.10.28.107,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Sterilizer
E.10.28.107,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Sterilizer
E.10.28.108,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Washer / disinfector
E.10.28.108,Cost,lognormal,,13406.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,134064,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Washer / disinfector
E.10.28.108,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Washer / disinfector
E.10.28.108,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Washer / disinfector
E.10.28.201,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Bio safety hood (4 ft.)
E.10.28.201,Cost,lognormal,,1993.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,19936,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Bio safety hood (4 ft.)
E.10.28.201,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Bio safety hood (4 ft.)
E.10.28.201,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Bio safety hood (4 ft.)
E.10.28.202,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Ultrasonic cleaner (table top 5.75 gal.)
E.10.28.202,Cost,lognormal,,364,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,3640,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Ultrasonic cleaner (table top 5.75 gal.)
E.10.28.202,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Ultrasonic cleaner (table top 5.75 gal.)
E.10.28.202,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Ultrasonic cleaner (table top 5.75 gal.)
E.10.28.203,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Freezer (23.3 cu. ft.)
E.10.28.203,Cost,lognormal,,761.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,7616,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Freezer (23.3 cu. ft.)
E.10.28.203,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Freezer (23.3 cu. ft.)
E.10.28.203,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Freezer (23.3 cu. ft.)
E.10.28.204,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Laminar flow hood (6ft.)
E.10.28.204,Cost,lognormal,,865.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,8652,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Laminar flow hood (6ft.)
E.10.28.204,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Laminar flow hood (6ft.)
E.10.28.204,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Laminar flow hood (6ft.)
E.10.28.205,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Decontamination washer
E.10.28.205,Cost,lognormal,,2800,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,28000,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Decontamination washer
E.10.28.205,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Decontamination washer
E.10.28.205,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Decontamination washer
E.10.28.212,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Breathing circuit dryer (single cabinet)
E.10.28.212,Cost,lognormal,,1024.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,10248,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Breathing circuit dryer (single cabinet)
E.10.28.212,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Breathing circuit dryer (single cabinet)
E.10.28.212,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Breathing circuit dryer (single cabinet)
E.10.28.221,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Chemistry analyzer
E.10.28.221,Cost,lognormal,,43618.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,436181,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Chemistry analyzer
E.10.28.221,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Chemistry analyzer
E.10.28.221,Time,lognormal,0,14,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,60,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Chemistry analyzer
E.10.28.301,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Headwall
E.10.28.301,Cost,lognormal,,526.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,5264,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Headwall
E.10.28.301,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Headwall
E.10.28.301,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Headwall
E.10.28.311,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Ice dispenser
E.10.28.311,Cost,lognormal,,840,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,8400,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Ice dispenser
E.10.28.311,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Ice dispenser
E.10.28.311,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Ice dispenser
E.10.28.321,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,1,1 EA,Under counter refrigerator
E.10.28.321,Cost,lognormal,,246.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,,2464,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD_2011,0,1 EA,Under counter refrigerator
E.10.28.321,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,1,1 EA,Under counter refrigerator
E.10.28.321,Time,lognormal,0,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,lognormal,0,30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worker_day,0,1 EA,Under counter refrigerator
